User ID,Birthdate,City,State,Zip,Available Points,Total Points Earned,Points Spent,Joined On,Last Seen
1300,5/24/2022 18:57,Pfafftown,North Carolina,27040,1435,1460,25,9/27/2020 22:12,5/24/2022 18:57
4548,10/5/1991,Winston-Salem,North Carolina,27106,1360,1860,500,9/2/2021 10:46,3/14/2022 10:42
3572,5/10/2003,Greensboro,North Carolina,27410,9520,9520,0,8/25/2021 20:34,5/6/2022 11:31
158,4/18/2022 18:26,Pinehurst,North Carolina,28374,1550,1600,50,9/8/2020 15:22,4/18/2022 18:26
2717,3/23/2001,Greensboro,North Carolina,27406,2620,2620,0,3/1/2021 22:17,6/3/2022 20:34
1526,5/7/2021 11:57,Winston-Salem,North Carolina,19073,320,760,440,9/29/2020 12:26,5/7/2021 11:57
6566,11/30/1997,Winston-Salem,North Carolina,27101,1410,1410,0,11/13/2021 13:59,4/8/2022 15:51
6566,11/30/1997,Winston-Salem,North Carolina,27101,1410,1410,0,11/13/2021 13:59,4/8/2022 15:51
385,3/25/2022 18:12,Winston-Salem,North Carolina,27106,295,6315,6020,9/9/2020 15:46,3/25/2022 18:12
403,4/29/2021 13:23,Winston-Salem,North Carolina,27106,770,830,60,9/9/2020 17:02,4/29/2021 13:23
468,5/4/2022 16:53,Hickory,North Carolina,28601,2820,3920,1100,9/9/2020 18:04,5/4/2022 16:53
1289,11/30/2020 18:02,Winston-Salem,North Carolina,27101,10,810,800,9/27/2020 17:58,11/30/2020 18:02
296,5/2/2021 19:52,Winston-Salem,North Carolina,27106,2525,2550,25,9/9/2020 10:43,5/2/2021 19:52
26,3/15/1999,Winston-Salem,North Carolina,27106,3635,14785,11150,9/4/2020 17:05,4/18/2022 10:57
355,7/1/2022 8:15,Winston-Salem,North Carolina,27106,7475,8600,1125,9/9/2020 14:11,7/1/2022 8:15
6031,10/28/2021 14:21,Winston-Salem,North Carolina,27101,400,400,0,9/28/2021 14:05,10/28/2021 14:21
2903,3/19/2022 16:38,Winston-Salem,North Carolina,27106,635,710,75,4/8/2021 15:08,3/19/2022 16:38
1139,5/1/2021 14:45,Winston-Salem,North Carolina,27106,885,1195,310,9/16/2020 17:54,5/1/2021 14:45
1740,5/5/2001,Indian Trail,North Carolina,28079,14300,14400,100,10/2/2020 21:45,6/30/2022 8:34
3167,2/12/2003,Waxhaw,North Carolina,28173,1160,1160,0,8/19/2021 14:12,2/7/2022 21:01
165,3/15/2022 9:04,Oak Ridge,North Carolina,27310,4800,5400,600,9/8/2020 17:02,3/15/2022 9:04
3022,6/16/2003,Huntersville,North Carolina,28078,1860,1860,0,8/9/2021 1:40,5/20/2022 15:39
5974,5/15/1986,Winston-Salem,North Carolina,27101,900,900,0,9/21/2021 16:59,2/1/2022 13:11
6118,11/8/1993,Walkertown,North Carolina,27051,1580,1580,0,10/2/2021 12:00,4/18/2022 18:01
3167,2/12/2003,Waxhaw,North Carolina,28173,1160,1160,0,8/19/2021 14:12,2/7/2022 21:01
634,3/26/2022 16:55,Dublin,Ohio,43016,3865,12615,8750,9/10/2020 12:33,3/26/2022 16:55
212,6/27/2022 7:34,Loveland,Ohio,45140,2025,8950,6925,9/8/2020 20:41,6/27/2022 7:34
824,9/19/2000,Terrace Park,Ohio,45174,6440,6440,0,9/10/2020 14:00,5/27/2022 15:42
196,4/10/2022 11:42,Shaker Hts,Ohio,44120,3280,3330,50,9/8/2020 19:00,4/10/2022 11:42
3997,4/19/2003,Oakwood,Ohio,45419,2070,2570,500,8/30/2021 13:13,6/1/2022 23:38
2130,9/27/2001,West Chester,Pennsylvania,19382,0,700,700,10/14/2020 0:26,3/17/2022 10:05
1585,11/27/2021 16:42,Wyomissing,Pennsylvania,19610,1220,1255,35,9/29/2020 19:19,11/27/2021 16:42
1054,11/2/2000,Pittsburgh,Pennsylvania,15217,5470,6470,1000,9/10/2020 19:21,4/25/2022 20:09
388,5/20/2001,Lincoln University,Pennsylvania,19352,11235,11235,0,9/9/2020 16:12,4/15/2022 18:21
146,1/13/2022 18:54,Kenneth Square,Pennsylvania,19348,1785,2845,1060,9/8/2020 13:04,1/13/2022 18:54
2176,4/30/2021 14:18,Newtown Square,Pennsylvania,19073,405,430,25,10/17/2020 13:10,4/30/2021 14:18
3013,8/3/2001,Malvern,Pennsylvania,19355,5160,5160,0,7/20/2021 10:50,7/1/2022 3:02
2140,1/11/2022 19:14,Chester Springs,Pennsylvania,19425,500,800,300,10/14/2020 13:23,1/11/2022 19:14
307,6/12/2022 16:12,Glen Mills,Pennsylvania,19342,2775,2795,20,9/9/2020 11:29,6/12/2022 16:12
2391,6/29/2022 10:04,Anderson,South Carolina,29621,1510,2070,560,10/19/2020 22:48,6/29/2022 10:04
1200,3/16/2022 18:51,Mt. Pleasant,South Carolina,29464,1030,1050,20,9/20/2020 19:16,3/16/2022 18:51
1044,2/12/2000,Mt. Pleasant,South Carolina,29466,4755,5380,625,9/10/2020 17:04,5/13/2022 9:17
2057,3/16/2022 18:39,Seneca,South Carolina,29672,110,700,590,10/13/2020 15:22,3/16/2022 18:39
3361,2/6/2003,Nashville,Tennessee,37204,5280,5280,0,8/21/2021 17:45,7/1/2022 6:49
3238,4/11/2003,Nashville,Tennessee,37205,8090,8090,0,8/19/2021 20:05,4/18/2022 10:57
3453,5/5/2003,Memphis,Tennessee,38112,4230,4230,0,8/21/2021 19:41,4/18/2022 10:57
320,4/15/2022 8:46,Dallas,Texas,75220,410,710,300,9/9/2020 12:50,4/15/2022 8:46
1514,6/25/2001,Dallas,Texas,75205,2650,3650,1000,9/29/2020 11:16,6/30/2022 0:15
3140,4/9/2003,Dallas,Texas,75230,5700,6700,1000,8/19/2021 11:39,7/1/2022 0:02
625,2/2/2000,Austin,Texas,78620,3580,4115,535,9/10/2020 12:28,7/1/2022 8:15
1539,1/22/2022 21:49,The Woodlands,Texas,77375,790,1000,210,9/29/2020 13:08,1/22/2022 21:49
1844,5/10/2021 18:28,Ashburn,Virginia,20147,1415,5915,4500,10/11/2020 20:50,5/10/2021 18:28
47,6/29/2022 20:23,Midlothian,Virginia,23113,15890,16385,495,9/5/2020 17:15,6/29/2022 20:23
3708,1/22/2022 19:51,Vienna,Virginia,22180,920,920,0,8/26/2021 19:29,1/22/2022 19:51
857,2/18/2022 9:03,Mclean,Virginia,22101,1050,1450,400,9/10/2020 14:09,2/18/2022 9:03
374,11/2/1999,Milwaukee,Wisconsin,53217,2890,11940,9050,9/9/2020 15:16,5/11/2022 18:32
